windc_code,naics_code,bea_code,gsp_code,sctg_code,windc_detail_code,naics_desc,bea_desc,gsp_desc,sctg_desc
,,541X,,43,,,"Specialized design services and other professional, scientific, and technical services",,Mixed Freight
,,541X,,99,,,"Specialized design services and other professional, scientific, and technical services",,Missing Code
,,541X,,0,,,"Specialized design services and other professional, scientific, and technical services",,SCTG suppressed
,,5613,,43,,,Employment services,,Mixed Freight
,,5613,,99,,,Employment services,,Missing Code
,,5613,,0,,,Employment services,,SCTG suppressed
,,5617,,43,,,Services to buildings and dwellings,,Mixed Freight
,,5617,,99,,,Services to buildings and dwellings,,Missing Code
,,5617,,0,,,Services to buildings and dwellings,,SCTG suppressed
,,561X,,43,,,Other administrative and support services,,Mixed Freight
,,561X,,99,,,Other administrative and support services,,Missing Code
,,561X,,0,,,Other administrative and support services,,SCTG suppressed
,,6211,,43,,,Offices of physicians,,Mixed Freight
,,6211,,99,,,Offices of physicians,,Missing Code
,,6211,,0,,,Offices of physicians,,SCTG suppressed
,,6212,,43,,,Offices of dentists,,Mixed Freight
,,6212,,99,,,Offices of dentists,,Missing Code
,,6212,,0,,,Offices of dentists,,SCTG suppressed
,,6213,,43,,,Offices of other health practitioners,,Mixed Freight
,,6213,,99,,,Offices of other health practitioners,,Missing Code
,,6213,,0,,,Offices of other health practitioners,,SCTG suppressed
,,6214,,43,,,Outpatient care centers,,Mixed Freight
,,6214,,99,,,Outpatient care centers,,Missing Code
,,6214,,0,,,Outpatient care centers,,SCTG suppressed
,,6215OH,,43,,,Other ambulatory health care services,,Mixed Freight
,,6215OH,,99,,,Other ambulatory health care services,,Missing Code
,,6215OH,,0,,,Other ambulatory health care services,,SCTG suppressed
,,811,,43,,,Repair and maintenance,,Mixed Freight
,,811,,99,,,Repair and maintenance,,Missing Code
,,811,,0,,,Repair and maintenance,,SCTG suppressed
,,812,,43,,,Personal and laundry services,,Mixed Freight
,,812,,99,,,Personal and laundry services,,Missing Code
,,812,,0,,,Personal and laundry services,,SCTG suppressed
,,813,,43,,,"Religious, grantmaking, civic, professional, and similar organizations",,Mixed Freight
,,813,,99,,,"Religious, grantmaking, civic, professional, and similar organizations",,Missing Code
,,813,,0,,,"Religious, grantmaking, civic, professional, and similar organizations",,SCTG suppressed
,,814,,43,,,Private households,,Mixed Freight
,,814,,99,,,Private households,,Missing Code
,,814,,0,,,Private households,,SCTG suppressed
,,S003,,43,,,Noncomparable imports,,Mixed Freight
,,S003,,99,,,Noncomparable imports,,Missing Code
,,S003,,0,,,Noncomparable imports,,SCTG suppressed
,,S009,,43,,,Rest of the world adjustment,,Mixed Freight
,,S009,,99,,,Rest of the world adjustment,,Missing Code
,,S009,,0,,,Rest of the world adjustment,,SCTG suppressed
,,S004,,43,,,"Scrap, used and secondhand goods",,Mixed Freight
,,S004,,99,,,"Scrap, used and secondhand goods",,Missing Code
,,S004,,0,,,"Scrap, used and secondhand goods",,SCTG suppressed
,2121,,,15,,Coal mining,,,Coal
,211,,,16,,Oil and gas extraction,,,Crude Petroleum
